Sr. No.,State,District,Policestation,Year,FIR_No.,Registration_Date,Section
1,MAHARASHTRA,THANE CITY,AMBERNATH,2023,75,01-02-2023 12:09,Indian Electricity Act (Reform) 2003 - 135;
2,MAHARASHTRA,THANE CITY,AMBERNATH,2023,74,01-02-2023 11:58,Indian Electricity Act (Reform) 2003 - 135;
3,MAHARASHTRA,THANE CITY,AMBERNATH,2023,73,01-02-2023 02:59,Indian Penal Code 180 - 373;
4,MAHARASHTRA,THANE CITY,AMBERNATH,2023,72,31-01-2023 21:31,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
5,MAHARASHTRA,THANE CITY,AMBERNATH,2023,71,31-01-2023 19:43,"Maharashtra Darubandi Act, 1979 - 65 (E);"
6,MAHARASHTRA,THANE CITY,AMBERNATH,2023,70,31-01-2023 11:34,Indian Electricity Act (Reform) 2003 - 135;
7,MAHARASHTRA,THANE CITY,AMBERNATH,2023,69,30-01-2023 12:18,Indian Penal Code 180 - 243;
8,MAHARASHTRA,THANE CITY,AMBERNATH,2023,68,30-01-2023 11:35,Indian Penal Code 180 - 243;
9,MAHARASHTRA,THANE CITY,AMBERNATH,2023,67,29-01-2023 23:21,"Indian Penal Code 180 - 323,326,507,507;"
10,MAHARASHTRA,THANE CITY,AMBERNATH,2023,66,29-01-2023 13:42,Indian Electricity Act (Reform) 2003 - 135;
11,MAHARASHTRA,THANE CITY,AMBERNATH,2023,65,29-01-2023 13:01,Indian Electricity Act (Reform) 2003 - 135;
12,MAHARASHTRA,THANE CITY,AMBERNATH,2023,64,28-01-2023 15:07,Indian Electricity Act (Reform) 2003 - 135;
13,MAHARASHTRA,THANE CITY,AMBERNATH,2023,63,28-01-2023 14:24,Indian Electricity Act (Reform) 2003 - 135;
14,MAHARASHTRA,THANE CITY,AMBERNATH,2023,62,28-01-2023 12:55,Indian Penal Code 180 - 243;
15,MAHARASHTRA,THANE CITY,AMBERNATH,2023,61,26-01-2023 22:16,"Indian Penal Code 180 - 307,326,506 (2);"
16,MAHARASHTRA,THANE CITY,AMBERNATH,2023,60,26-01-2023 14:56,Indian Penal Code 180 - 243;
17,MAHARASHTRA,THANE CITY,AMBERNATH,2023,59,26-01-2023 14:37,Indian Penal Code 180 - 243;
18,MAHARASHTRA,THANE CITY,AMBERNATH,2023,58,25-01-2023 14:01,Indian Penal Code 180 - 379;
19,MAHARASHTRA,THANE CITY,AMBERNATH,2023,57,25-01-2023 13:25,Indian Penal Code 180 - 243;
20,MAHARASHTRA,THANE CITY,AMBERNATH,2023,56,25-01-2023 12:11,Indian Electricity Act (Reform) 2003 - 135;
21,MAHARASHTRA,THANE CITY,AMBERNATH,2023,55,25-01-2023 11:31,Indian Electricity Act (Reform) 2003 - 135;
22,MAHARASHTRA,THANE CITY,AMBERNATH,2023,54,25-01-2023 03:29,"Maharashtra Police Act, 1951 - 135,142,37 (1);"
23,MAHARASHTRA,THANE CITY,AMBERNATH,2023,53,25-01-2023 02:28,"Maharashtra Police Act, 1951 - 142;"
24,MAHARASHTRA,THANE CITY,AMBERNATH,2023,52,25-01-2023 01:03,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
25,MAHARASHTRA,THANE CITY,AMBERNATH,2023,51,25-01-2023 00:32,"Maharashtra Darubandi Act, 1979 - 65 (E);"
26,MAHARASHTRA,THANE CITY,AMBERNATH,2023,50,23-01-2023 14:42,Indian Electricity Act (Reform) 2003 - 135;
27,MAHARASHTRA,THANE CITY,AMBERNATH,2023,49,23-01-2023 12:08,Indian Electricity Act (Reform) 2003 - 135;
28,MAHARASHTRA,THANE CITY,AMBERNATH,2023,48,21-01-2023 03:02,"Maharashtra Police Act, 1951 - 135,142,37 (1);"
29,MAHARASHTRA,THANE CITY,AMBERNATH,2023,47,19-01-2023 20:38,Indian Electricity Act (Reform) 2003 - 135;
30,MAHARASHTRA,THANE CITY,AMBERNATH,2023,46,19-01-2023 18:31,Indian Electricity Act (Reform) 2003 - 135;
31,MAHARASHTRA,THANE CITY,AMBERNATH,2023,45,19-01-2023 02:13,Indian Penal Code 180 - 373;
32,MAHARASHTRA,THANE CITY,AMBERNATH,2023,44,18-01-2023 12:13,Indian Electricity Act (Reform) 2003 - 135;
33,MAHARASHTRA,THANE CITY,AMBERNATH,2023,43,18-01-2023 11:44,Indian Electricity Act (Reform) 2003 - 135;
34,MAHARASHTRA,THANE CITY,AMBERNATH,2023,42,17-01-2023 23:19,"Indian Penal Code 180 - 324,37,506 (2);"
35,MAHARASHTRA,THANE CITY,AMBERNATH,2023,41,17-01-2023 15:46,Indian Electricity Act (Reform) 2003 - 135;
36,MAHARASHTRA,THANE CITY,AMBERNATH,2023,40,17-01-2023 00:31,"Indian Penal Code 180 - 183,16,149, 337,626;"
37,MAHARASHTRA,THANE CITY,AMBERNATH,2023,39,16-01-2023 17:36,"Indian Penal Code 180 - 324,626,652;"
38,MAHARASHTRA,THANE CITY,AMBERNATH,2023,38,15-01-2023 13:56,Indian Electricity Act (Reform) 2003 - 135;
39,MAHARASHTRA,THANE CITY,AMBERNATH,2023,37,15-01-2023 13:03,Indian Electricity Act (Reform) 2003 - 135;
40,MAHARASHTRA,THANE CITY,AMBERNATH,2023,36,15-01-2023 12:12,Indian Electricity Act (Reform) 2003 - 135;
41,MAHARASHTRA,THANE CITY,AMBERNATH,2023,34,14-01-2023 14:54,"Indian Penal Code 180 - 370,656;"
42,MAHARASHTRA,THANE CITY,AMBERNATH,2023,33,14-01-2023 11:40,Indian Electricity Act (Reform) 2003 - 135;
43,MAHARASHTRA,THANE CITY,AMBERNATH,2023,32,13-01-2023 18:51,Indian Penal Code 180 - 379;
44,MAHARASHTRA,THANE CITY,AMBERNATH,2023,31,13-01-2023 16:04,Indian Electricity Act (Reform) 2003 - 135;
45,MAHARASHTRA,THANE CITY,AMBERNATH,2023,30,13-01-2023 13:21,Indian Electricity Act (Reform) 2003 - 135;
46,MAHARASHTRA,THANE CITY,AMBERNATH,2023,29,12-01-2023 17:51,Indian Penal Code 180 - 379;
47,MAHARASHTRA,THANE CITY,AMBERNATH,2023,28,11-01-2023 11:55,Indian Electricity Act (Reform) 2003 - 135;
48,MAHARASHTRA,THANE CITY,AMBERNATH,2023,27,11-01-2023 11:38,Indian Electricity Act (Reform) 2003 - 135;
49,MAHARASHTRA,THANE CITY,AMBERNATH,2023,26,11-01-2023 02:22,"The women and muli immoral trade (restrictions) Act, 1956 (Situ Act Restored) - 4,5; Indian Penal Code 180 - 37,360 (2), 370 (3);"
50,MAHARASHTRA,THANE CITY,AMBERNATH,2023,25,09-01-2023 14:28,"Indian Penal Code 180 - 323,37,498 -A, 507,507;"
51,MAHARASHTRA,THANE CITY,AMBERNATH,2023,23,08-01-2023 11:27,Indian Electricity Act (Reform) 2003 - 135;
52,MAHARASHTRA,THANE CITY,AMBERNATH,2023,22,07-01-2023 11:34,Indian Electricity Act (Reform) 2003 - 135;
53,MAHARASHTRA,THANE CITY,AMBERNATH,2023,21,07-01-2023 11:10,Indian Electricity Act (Reform) 2003 - 135;
54,MAHARASHTRA,THANE CITY,AMBERNATH,2023,20,07-01-2023 03:01,"Indian Penal Code 180 - 324,507;"
55,MAHARASHTRA,THANE CITY,AMBERNATH,2023,19,07-01-2023 02:50,"Indian Penal Code 180 - 323,326,34;"
56,MAHARASHTRA,THANE CITY,AMBERNATH,2023,18,06-01-2023 23:48,"Indian Penal Code 180 - 323,326,34,507;"
57,MAHARASHTRA,THANE CITY,AMBERNATH,2023,17,06-01-2023 23:23,"Maharashtra Darubandi Act, 1979 - 65 (E);"
58,MAHARASHTRA,THANE CITY,AMBERNATH,2023,16,06-01-2023 12:10,Indian Electricity Act (Reform) 2003 - 135;
59,MAHARASHTRA,THANE CITY,AMBERNATH,2023,15,06-01-2023 11:48,Indian Electricity Act (Reform) 2003 - 135;
60,MAHARASHTRA,THANE CITY,AMBERNATH,2023,14,06-01-2023 04:56,"Indian Penal Code 180 - 183,16,16,149, 307,323,326,626,506,506;"
61,MAHARASHTRA,THANE CITY,AMBERNATH,2023,12,05-01-2023 16:10,Indian Penal Code 180 - 379;
62,MAHARASHTRA,THANE CITY,AMBERNATH,2023,11,05-01-2023 11:52,Indian Electricity Act (Reform) 2003 - 135;
63,MAHARASHTRA,THANE CITY,AMBERNATH,2023,10,04-01-2023 20:47,"Indian Penal Code 180 - 323,326,507,507;"
64,MAHARASHTRA,THANE CITY,AMBERNATH,2023,9,04-01-2023 17:55,"Maharashtra Darubandi Act, 1979 - 65 (E);"
65,MAHARASHTRA,THANE CITY,AMBERNATH,2023,8,04-01-2023 07:02,"Indian Penal Code 180 - 189, 242,263,326;"
66,MAHARASHTRA,THANE CITY,AMBERNATH,2023,7,03-01-2023 13:42,Indian Electricity Act (Reform) 2003 - 135;
67,MAHARASHTRA,THANE CITY,AMBERNATH,2023,6,03-01-2023 01:50,"Indian Penal Code 180 - 332,353;"
68,MAHARASHTRA,THANE CITY,AMBERNATH,2023,5,02-01-2023 19:19,"Establishment Act, 1959 - 25,4; Maharashtra Police Act, 1951 - 135,142,37 (1);"
69,MAHARASHTRA,THANE CITY,AMBERNATH,2023,4,02-01-2023 19:19,Indian Penal Code 180 - 373;
70,MAHARASHTRA,THANE CITY,AMBERNATH,2023,3,02-01-2023 17:43,"Indian Penal Code 180 - 306,306;"
71,MAHARASHTRA,THANE CITY,AMBERNATH,2023,2,01-01-2023 21:34,"Indian Penal Code 180 - 370, 656,656;"
72,MAHARASHTRA,THANE CITY,AMBERNATH,2023,1,01-01-2023 09:12,"Indian Penal Code 180 - 323,326,34,506 (2), 507;"
73,MAHARASHTRA,THANE CITY,BADLAPUR,2023,39,01-02-2023 15:18,Indian Penal Code 180 - 304 -A;
74,MAHARASHTRA,THANE CITY,BADLAPUR,2023,38,29-01-2023 19:08,"Indian Penal Code 170 - 37,360;"
75,MAHARASHTRA,THANE CITY,BADLAPUR,2023,37,29-01-2023 17:08,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 134,184;"
76,MAHARASHTRA,THANE CITY,BADLAPUR,2023,36,28-01-2023 22:42,"Indian Penal Code 180 - 249, 323,626,507; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
77,MAHARASHTRA,THANE CITY,BADLAPUR,2023,35,28-01-2023 16:52,"Indian Penal Code 180 - 370, 656,656;"
78,MAHARASHTRA,THANE CITY,BADLAPUR,2023,33,27-01-2023 22:33,Indian Penal Code 180 - 373;
79,MAHARASHTRA,THANE CITY,BADLAPUR,2023,32,25-01-2023 21:19,"Indian Penal Code 180 - 323,37,498 -A, 507,507;"
80,MAHARASHTRA,THANE CITY,BADLAPUR,2023,31,25-01-2023 01:11,Indian Penal Code 180 - 243;
81,MAHARASHTRA,THANE CITY,BADLAPUR,2023,30,25-01-2023 00:45,Indian Penal Code 180 - 245;
82,MAHARASHTRA,THANE CITY,BADLAPUR,2023,29,24-01-2023 23:59,"Maharashtra Darubandi Act, 1979 - 65 (E);"
83,MAHARASHTRA,THANE CITY,BADLAPUR,2023,28,24-01-2023 17:43,Indian Penal Code 180 - 379;
84,MAHARASHTRA,THANE CITY,BADLAPUR,2023,27,24-01-2023 01:16,"Indian Penal Code 180 - 326,507;"
85,MAHARASHTRA,THANE CITY,BADLAPUR,2023,26,23-01-2023 23:11,"Indian Penal Code 180 - 324,507,507;"
86,MAHARASHTRA,THANE CITY,BADLAPUR,2023,25,23-01-2023 12:59,"Indian Penal Code 180 - 37,39,506 (2);"
87,MAHARASHTRA,THANE CITY,BADLAPUR,2023,24,21-01-2023 17:09,"Indian Penal Code 180 - 323,326,506 (2), 507;"
88,MAHARASHTRA,THANE CITY,BADLAPUR,2023,23,21-01-2023 02:36,Indian Penal Code 180 - 373;
89,MAHARASHTRA,THANE CITY,BADLAPUR,2023,22,20-01-2023 20:08,"Mahiti Tantra Gyan Act, 2000 - 4 (E);"
90,MAHARASHTRA,THANE CITY,BADLAPUR,2023,21,18-01-2023 17:59,"Indian Penal Code 180 - 37,620;"
91,MAHARASHTRA,THANE CITY,BADLAPUR,2023,20,18-01-2023 11:12,"Indian Penal Code 180 - 323,326,507;"
92,MAHARASHTRA,THANE CITY,BADLAPUR,2023,19,16-01-2023 23:28,"Indian Penal Code 180 - 370,656;"
93,MAHARASHTRA,THANE CITY,BADLAPUR,2023,18,15-01-2023 16:54,"Indian Penal Code 180 - 370, 656,656;"
94,MAHARASHTRA,THANE CITY,BADLAPUR,2023,17,15-01-2023 02:22,Indian Penal Code 180 - 373;
95,MAHARASHTRA,THANE CITY,BADLAPUR,2023,16,14-01-2023 18:10,Indian Penal Code 180 - 379;
96,MAHARASHTRA,THANE CITY,BADLAPUR,2023,15,14-01-2023 09:05,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 184;"
97,MAHARASHTRA,THANE CITY,BADLAPUR,2023,14,13-01-2023 21:48,Mahiti Tantra Gyan (Reform) Act 2007 - 66D;
98,MAHARASHTRA,THANE CITY,BADLAPUR,2023,13,13-01-2023 18:46,"Indian Penal Code 180 - 249, 337,337; Motar Vehicle Act, 1956 - 184;"
99,MAHARASHTRA,THANE CITY,BADLAPUR,2023,12,11-01-2023 16:01,Indian Penal Code 180 - 379;
100,MAHARASHTRA,THANE CITY,BADLAPUR,2023,11,11-01-2023 11:35,Indian Penal Code 180 - 379;
101,MAHARASHTRA,THANE CITY,BADLAPUR,2023,10,11-01-2023 09:29,"Indian Penal Code 180 - 370,656;"
102,MAHARASHTRA,THANE CITY,BADLAPUR,2023,8,10-01-2023 17:11,"Indian Penal Code 180 - 37,498 -A;"
103,MAHARASHTRA,THANE CITY,BADLAPUR,2023,7,09-01-2023 14:35,"Indian Penal Code 180 - 370,656;"
104,MAHARASHTRA,THANE CITY,BADLAPUR,2023,5,08-01-2023 20:52,Indian Penal Code 180 - 379;
105,MAHARASHTRA,THANE CITY,BADLAPUR,2023,4,07-01-2023 02:33,Indian Penal Code 180 - 373;
106,MAHARASHTRA,THANE CITY,BADLAPUR,2023,3,06-01-2023 22:36,"Indian Penal Code 180 - 249, 337; Motor Vehicle Act, 1979 - 184;"
107,MAHARASHTRA,THANE CITY,BADLAPUR,2023,2,05-01-2023 19:50,Indian Penal Code 180 - 379;
108,MAHARASHTRA,THANE CITY,BADLAPUR,2023,1,04-01-2023 23:33,"Indian Penal Code 180 - 183,149, 6,507,507;"
109,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,29,01-02-2023 23:02,"Indian Penal Code 180 - 323,37,498 -A, 507,507;"
110,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,28,01-02-2023 13:16,Indian Penal Code 180 - 379;
111,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,27,29-01-2023 13:16,Indian Penal Code 180 - 379;
112,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,26,28-01-2023 22:16,"Indian Penal Code 170 - 18,37; Maharashtra Police Act, 1951 - 135,37 (3);"
113,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,25,28-01-2023 16:51,"Indian Penal Code 180 - 370, 656,656;"
114,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,24,26-01-2023 03:30,"Maharashtra Police Act, 1951 - 142;"
115,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,23,25-01-2023 01:16,"Maharashtra Darubandi Act, 1979 - 65 (E);"
116,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,21,23-01-2023 21:25,Indian Penal Code 180 - 379;
117,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,19,20-01-2023 01:54,"Indian Penal Code 180 - 249, 624; Maharashtra Motar Vehicle Rules, 1989 - 184;"
118,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,18,19-01-2023 14:08,"Indian Penal Code 180 - 306,37;"
119,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,17,17-01-2023 16:20,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
120,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,16,15-01-2023 14:37,Indian Penal Code 180 - 373;
121,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,15,14-01-2023 22:47,Indian Penal Code 180 - 609;
122,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,14,14-01-2023 16:34,"The Indian Penal Code 180 - 249, 337,337,626; Maharashtra Motar Vehicle Rules, 1989 - 184;"
123,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,13,12-01-2023 19:45,"Maharashtra Darubandi Act, 1979 - 65 (E);"
124,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,12,12-01-2023 13:57,Indian Penal Code 180 - 379;
125,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,11,11-01-2023 21:02,"Indian Penal Code 180 - 182,14,341,507;"
126,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,10,11-01-2023 19:55,Indian Penal Code 180 - 379;
127,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,8,07-01-2023 15:01,"Indian Penal Code 180 - 323,37,498 -A, 507,507;"
128,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,6,05-01-2023 21:44,"Mahiti Tantra Gyan Act, 2000 - 4 (E);"
129,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,4,03-01-2023 18:56,"Indian Penal Code 180 - 37,620;"
130,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,3,03-01-2023 12:19,Indian Penal Code 180 - 360;
131,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,2,02-01-2023 22:41,"Maharashtra Police Act, 1951 - 142;"
132,MAHARASHTRA,THANE CITY,BADLAPUR WEST,2023,1,01-01-2023 16:21,"Indian Penal Code 180 - 337,370,624,656,511;"
133,MAHARASHTRA,THANE CITY,BAZARPETH,2023,28,01-02-2023 04:09,"Indian Penal Code 180 - 323,326,34,507;"
134,MAHARASHTRA,THANE CITY,BAZARPETH,2023,27,01-02-2023 03:29,"Indian Penal Code 180 - 323,326,34,626,507;"
135,MAHARASHTRA,THANE CITY,BAZARPETH,2023,26,31-01-2023 22:32,Gungikar drug deeds and psychiatrics
136,MAHARASHTRA,THANE CITY,BAZARPETH,2023,25,31-01-2023 21:42,"Maharashtra Police Act, 1951 - 142;"
137,MAHARASHTRA,THANE CITY,BAZARPETH,2023,24,31-01-2023 21:30,Gungikar drug deeds and psychiatrics
138,MAHARASHTRA,THANE CITY,BAZARPETH,2023,23,31-01-2023 20:28,"Maharashtra Darubandi Act, 1979 - 65 (f);"
139,MAHARASHTRA,THANE CITY,BAZARPETH,2023,22,30-01-2023 22:15,Indian Penal Code 180 - 379;
140,MAHARASHTRA,THANE CITY,BAZARPETH,2023,21,29-01-2023 15:35,"Indian Penal Code 180 - 370, 657,511;"
141,MAHARASHTRA,THANE CITY,BAZARPETH,2023,20,25-01-2023 00:24,"Establishment Act, 1959 - 25,4; Maharashtra Police Act, 1951 - 135,37 (1);"
142,MAHARASHTRA,THANE CITY,BAZARPETH,2023,19,24-01-2023 04:22,Gungikar drug deeds and psychiatrics
143,MAHARASHTRA,THANE CITY,BAZARPETH,2023,18,23-01-2023 20:32,Maharashtra Malmatta Motivation Restrictions Act 195 - 3 (one);
144,MAHARASHTRA,THANE CITY,BAZARPETH,2023,17,23-01-2023 15:57,Indian Penal Code 180 - 373;
145,MAHARASHTRA,THANE CITY,BAZARPETH,2023,16,23-01-2023 14:57,"Indian Penal Code 180 - 323,326,34,507;"
146,MAHARASHTRA,THANE CITY,BAZARPETH,2023,15,20-01-2023 14:23,"Indian Penal Code 180 - 249, 507,507;"
147,MAHARASHTRA,THANE CITY,BAZARPETH,2023,14,18-01-2023 19:56,"Indian Penal Code 180 - 370,626;"
148,MAHARASHTRA,THANE CITY,BAZARPETH,2023,13,18-01-2023 15:13,"Indian Penal Code 180 - 323,37,498 -A, 507,507;"
149,MAHARASHTRA,THANE CITY,BAZARPETH,2023,12,14-01-2023 19:06,Indian Penal Code 180 - 379;
150,MAHARASHTRA,THANE CITY,BAZARPETH,2023,11,13-01-2023 18:24,Indian Penal Code 180 - 379;
151,MAHARASHTRA,THANE CITY,BAZARPETH,2023,10,10-01-2023 19:50,Indian Penal Code 180 - 379;
152,MAHARASHTRA,THANE CITY,BAZARPETH,2023,9,10-01-2023 16:07,"Indian Penal Code 180 - 37,392;"
153,MAHARASHTRA,THANE CITY,BAZARPETH,2023,8,10-01-2023 15:45,"Indian Penal Code 180 - 37,399;"
154,MAHARASHTRA,THANE CITY,BAZARPETH,2023,7,10-01-2023 15:01,"Indian Penal Code 180 - 37,39,511;"
155,MAHARASHTRA,THANE CITY,BAZARPETH,2023,6,08-01-2023 14:45,Indian Penal Code 180 - 373;
156,MAHARASHTRA,THANE CITY,BAZARPETH,2023,5,06-01-2023 21:28,"Copy Rights Act, 1956 (improved act 1979 Aani 1949) - 51,63;"
157,MAHARASHTRA,THANE CITY,BAZARPETH,2023,4,05-01-2023 20:53,Indian Penal Code 180 - 243;
158,MAHARASHTRA,THANE CITY,BAZARPETH,2023,3,03-01-2023 21:34,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
159,MAHARASHTRA,THANE CITY,BAZARPETH,2023,2,03-01-2023 19:54,"Indian Penal Code 180 - 37,607,620;"
160,MAHARASHTRA,THANE CITY,BAZARPETH,2023,1,01-01-2023 12:08,"Indian Penal Code 180 - 399; Maharashtra Police Act, 1951 - 135,37 (1);"
161,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,53,01-02-2023 20:26,Indian Penal Code 180 - 379;
162,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,52,01-02-2023 18:52,Indian Penal Code 180 - 243;
163,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,51,01-02-2023 18:30,Indian Penal Code 180 - 243;
164,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,50,01-02-2023 17:50,Indian Penal Code 180 - 243;
165,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,49,01-02-2023 17:03,Indian Penal Code 180 - 243;
166,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,48,31-01-2023 18:29,Indian Penal Code 180 - 379;
167,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,47,31-01-2023 09:00,"Indian Penal Code 180 - 323,326,34,507;"
168,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,45,31-01-2023 02:37,Indian Penal Code 180 - 373;
169,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,43,29-01-2023 22:44,"Indian Penal Code 180 - 323,326,507,507;"
170,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,42,29-01-2023 21:14,"Indian Penal Code 180 - 323,326,507,507;"
171,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,41,28-01-2023 17:06,"Indian Penal Code 180 - 370, 656,656;"
172,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,40,27-01-2023 21:31,Indian Penal Code 180 - 243;
173,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,39,27-01-2023 18:52,"Indian Penal Code 180 - 323,507,507; Candius Personal Rights Act, 2016 - 92 (A), 92 (B);"
174,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,38,27-01-2023 09:18,"Indian Penal Code 180 - 323,326,507;"
175,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,37,27-01-2023 09:02,"Indian Penal Code 180 - 323,326,34;"
176,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,36,26-01-2023 01:27,Indian Penal Code 180 - 373;
177,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,35,25-01-2023 23:16,"Indian Penal Code 180 - 323,37,507,507; Alpinine Justice (Mulanchi Kaji and Protection) Qaeda, 2015 - 75;"
178,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,34,25-01-2023 15:00,"Indian Penal Code 180 - 329, 652,507;"
179,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,32,24-01-2023 16:52,Indian Penal Code 180 - 182;
180,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,31,24-01-2023 13:18,Indian Penal Code 180 - 373;
181,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,30,23-01-2023 02:21,"Indian Penal Code 180 - 370, 656,656;"
182,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,29,21-01-2023 21:28,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
183,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,28,20-01-2023 05:53,Indian Penal Code 180 - 373;
184,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,27,20-01-2023 05:32,Indian Penal Code 180 - 379;
185,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,22,16-01-2023 22:04,"Indian Penal Code 180 - 370,61;"
186,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,21,16-01-2023 04:46,"Indian Penal Code 180 - 18,290,291;"
187,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,20,16-01-2023 02:00,Indian Penal Code 180 - 304 -A;
188,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,19,11-01-2023 22:11,Indian Penal Code 180 - 373;
189,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,18,11-01-2023 02:05,"Maharashtra Police Act, 1951 - 122;"
190,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,17,11-01-2023 01:14,Indian Penal Code 180 - 373;
191,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,16,11-01-2023 00:44,"Maharashtra Jugar Restrictive Act, 18 - 4,5;"
192,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,15,10-01-2023 17:26,"Indian Penal Code 180 - 370,656;"
193,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,14,09-01-2023 21:07,"Indian Penal Code 180 - 370,656;"
194,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,13,08-01-2023 20:29,"Indian Penal Code 180 - 323,37,507,507;"
195,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,12,08-01-2023 18:35,"Indian Penal Code 180 - 306,37;"
196,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,11,07-01-2023 23:41,"Indian Penal Code 180 - 323,326,507,507;"
197,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,10,07-01-2023 17:34,"Indian Penal Code 180 - 370,656;"
198,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,9,04-01-2023 07:17,"Indian Penal Code 180 - 323,326,626,507;"
199,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,8,04-01-2023 00:00,"Indian Penal Code 180 - 37,371;"
200,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,7,03-01-2023 20:23,"Indian Penal Code 170 - 620; Vedication Business Act, 1961 - 33,36;"
201,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,6,03-01-2023 18:49,"Indian Penal Code 170 - 620; Mahiti Tantra Gyan Act, 2000 - 66 (c);"
202,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,5,03-01-2023 08:24,"Indian Penal Code 180 - 37,371;"
203,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,4,02-01-2023 18:22,"Indian Penal Code 170 - 18,37; Maharashtra Police Act, 1951 - 135,37 (3);"
204,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,3,01-01-2023 14:55,Indian Penal Code 180 - 379;
205,MAHARASHTRA,THANE CITY,BHIWANDI CITY,2023,2,01-01-2023 03:52,"Indian Penal Code 180 - 337,337;"
